Compound Name,SMILES Representation
Phenoxybenzamine hydrochloride,['CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl']
Phentolamine mesylate,['CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O']
Phenylephrine hydrochloride,"['CNCC(C1=CC(=CC=C1)O)O.Cl', 'CNC[C@@H](C1=CC(=CC=C1)O)O.Cl']"
Phenylmethylsulfonyl fluoride,['C1=CC=C(C=C1)CS(=O)(=O)F']
Phenytoin sodium,['C1=CC=C(C=C1)C2(C(=O)[N-]C(=O)N2)C3=CC=CC=C3.[Na+]']
Phloretin,['C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O']
Phlorizin,"['C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O', 'C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O']"
Phthalylsulfacetamide,['CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2C(=O)O']
Physcion,['CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)OC']
Piceatannol,"['C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O', 'C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O']"
Pifithrin-mu,['C1=CC=C(C=C1)C#CS(=O)(=O)N']
Pilocarpine hydrochloride,"['CCC1C(COC1=O)CC2=CN=CN2C.Cl', 'CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C.Cl']"
Pimasertib,"['C1=CC(=C(C=C1I)F)NC2=C(C=CN=C2)C(=O)NCC(CO)O', 'C1=CC(=C(C=C1I)F)NC2=C(C=CN=C2)C(=O)NC[C@@H](CO)O']"
Pimobendan,['CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC']
Pioglitazone,['CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3']
Pioglitazone hydrochloride,['CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl']
Piperacillin sodium,"['CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]', 'CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+]']"
Piperlongumine,"['COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCC=CC2=O', 'COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCC=CC2=O']"
Pirinixic acid,['CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C']
Pizotifen malate,['CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1.C(C(C(=O)O)O)C(=O)O']
Plantomycin,"['CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O', 'C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(C=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O']"
PluriSln 1,['C1=CC=C(C=C1)NNC(=O)C2=CC=NC=C2']
Porcn Inhibitor III,['C1CSC2=C1N=C(N(C2=O)C3=CC=CC=C3)SCC(=O)NC4=NC=C(C=C4)C5=CC=CC=C5']
Potassium canrenoate,"['CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC4(CCC(=O)[O-])O)C.[K+]', 'C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(CCC(=O)[O-])O)C.[K+]']"
Pramiracetam,['CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C']
Pramoxine hydrochloride,['CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2.Cl']
Pranoprofen,['CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O']
Pravastatin sodium,"['CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O.[Na+]', 'CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O.[Na+]']"
Prazosin hydrochloride,['COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl']
Prednisolone,"['CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O', 'C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O']"
Pridinol methanesulfonate,['CS(=O)(=O)O.C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O']
Priligy,"['CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3.Cl', 'CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3.Cl']"
Primaquine phosphate,['CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O.OP(=O)(O)O']
Proadifen hydrochloride,['CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC.Cl']
Probenecid,['CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O']
Probucol,['CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C']
Procaine hydrochloride,['CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl']
Prochlorperazine maleate,"['CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O', 'CN1CCN(CC1)CCCN2C3=C(SC4=CC=CC=C24)C=CC(=C3)Cl.C(=C\\C(=O)O)\\C(=O)O.C(=C\\C(=O)O)\\C(=O)O']"
Procyclidine hydrochloride,['C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O.Cl']
Propafenone hydrochloride,['CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl']
Proparacaine hydrochloride,['CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl']
Proteinase inhibitor E 64,"['CC(C)CC(C(=O)NCCCCN=C(N)N)NC(=O)C1C(O1)C(=O)O', 'CC(C)C[C@@H](C(=O)NCCCCN=C(N)N)NC(=O)[C@@H]1[C@H](O1)C(=O)O']"
Prucalopride succinate,['COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl.C(CC(=O)O)C(=O)O']
Pulmicort,"['CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C', 'CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C']"
Purmorphamine,['C1CCC(CC1)N2C=NC3=C(N=C(N=C32)OC4=CC=CC5=CC=CC=C54)NC6=CC=C(C=C6)N7CCOCC7']
Pyr-41,"['CCOC(=O)C1=CC=C(C=C1)N2C(=O)C(=CC3=CC=C(O3)[N+](=O)[O-])C(=O)N2', 'CCOC(=O)C1=CC=C(C=C1)N2C(=O)/C(=C\\C3=CC=C(O3)[N+](=O)[O-])/C(=O)N2']"
Pyridostigmine bromide,['C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]']
Pyridoxine hydrochloride,['CC1=NC=C(C(=C1O)CO)CO.Cl']
Pyrithione ZINC,['C1=CC(=S)N(C=C1)[O-].C1=CC(=S)N(C=C1)[O-].[Zn+2]']
Pyrvinium chloride dihydrate,"['CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.O.O.[Cl-]', 'CC1=CC(=C(N1C2=CC=CC=C2)C)/C=C/C3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.O.O.[Cl-]']"
QS-11,['C1CC2=C(C1)C=C(C=C2)OC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C6=CC=CC=C6)NC(CC7=CC=CC=C7)CO']
Quercetin,['C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O']
Quercetin dihydrate,['C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O.O.O']
Quetiapine fumarate,"['C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=CC(=O)O)C(=O)O', 'C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42.C(=C/C(=O)O)\\C(=O)O']"
Quinapril hydrochloride,"['CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl', 'CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC=CC=C3C[C@H]2C(=O)O.Cl']"
Quinine monohydrochloride dihydrate,"['COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.O.O.Cl', 'COC1=CC2=C(C=CN=C2C=C1)[C@H]([C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.O.O.Cl']"
R-406,['CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C']
R-547,['COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C']
R406 Benzenesulfonate,['CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)O']
RAD51 inhibitor 1,['C1COCCN1C2=C(C(=O)N(C2=O)C3=CC(=C(C=C3)Cl)Cl)Cl']
RAF265,['CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F']
RG-108,"['C1=CC=C2C(=C1)C(=O)N(C2=O)C(CC3=CNC4=CC=CC=C43)C(=O)O', 'C1=CC=C2C(=C1)C(=O)N(C2=O)[C@@H](CC3=CNC4=CC=CC=C43)C(=O)O']"
RG-2833,['CC1=CC=C(C=C1)C(=O)NCCCCCC(=O)NC2=CC=CC=C2N']
RGFP-966,"['C1=CC=C(C=C1)C=CCN2C=C(C=N2)C=CC(=O)NC3=C(C=C(C=C3)F)N', 'C1=CC=C(C=C1)/C=C/CN2C=C(C=N2)/C=C/C(=O)NC3=C(C=C(C=C3)F)N']"
RKI-1447,['C1=CC(=CC(=C1)O)CNC(=O)NC2=NC(=CS2)C3=CC=NC=C3']
RS-127445,['CC(C)C1=NC(=NC(=C1)C2=CC=C(C3=CC=CC=C32)F)N']
Rac1 Inhibitor,['CCN(CC)CCCC(C)NC1=NC(=CC(=N1)NC2=CC3=C(C=C(N=C3C=C2)C)N)C.Cl.Cl.Cl']
Racecadotril,['CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2']
Ractopamine hydrochloride,['CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O.Cl']
Ralimetinib Mesylate,['CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N.CS(=O)(=O)O.CS(=O)(=O)O']
Raloxifene hydrochloride,['C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl']
Raltegravir,['CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F']
Raltitrexed,"['CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1', 'CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1']"
Ranolazine dihydrochloride,['CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O.Cl.Cl']
Rasagiline mesylate,"['CS(=O)(=O)O.C#CCNC1CCC2=CC=CC=C12', 'CS(=O)(=O)O.C#CCN[C@@H]1CCC2=CC=CC=C12']"
Reboxetine mesylate,"['CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3.CS(=O)(=O)O', 'CCOC1=CC=CC=C1O[C@@H]([C@H]2CNCCO2)C3=CC=CC=C3.CS(=O)(=O)O']"
Refametinib,"['COC1=CC(=C(C(=C1NS(=O)(=O)C2(CC2)CC(CO)O)NC3=C(C=C(C=C3)I)F)F)F', 'COC1=CC(=C(C(=C1NS(=O)(=O)C2(CC2)C[C@@H](CO)O)NC3=C(C=C(C=C3)I)F)F)F']"
RepSox,['CC1=NC(=CC=C1)C2=C(C=NN2)C3=NC4=C(C=C3)N=CC=C4']
Restasis,"['CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C', 'CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C']"
Rita,['C1=C(SC(=C1)C2=CC=C(O2)C3=CC=C(S3)CO)CO']
Riviciclib hydrochloride,"['CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl', 'CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl']"
Rizatriptan benzoate,['CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O']
Ronidazole,['CN1C(=CN=C1COC(=O)N)[N+](=O)[O-]']
Ropinirole hydrochloride,['CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl']
Ropivacaine hydrochloride,"['CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl', 'CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.Cl']"
Rosuvastatin calcium,"['CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C.CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C.[Ca+2]', 'CC(C1=NC(=NC(=C1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C2=CC=C(C=C2)F)N(S(=O)(=O)C)C)C.CC(C1=NC(=NC(=C1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C2=CC=C(C=C2)F)N(S(=O)(=O)C)C)C.[Ca+2]']"
Rovamycin,"['CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C', 'CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3C[C@@](C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C']"
Roxatidine acetate hydrochloride,['CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2.Cl']
Rupatadine fumarate,"['CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2.C(=CC(=O)O)C(=O)O', 'CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2.C(=C/C(=O)O)\\C(=O)O']"
Rutaecarpine,['C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4']
S-Ruxolitinib,"['C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3', 'C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3']"
S3I-201,['CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O']
SAR131675,"['CCN1C(=C(C(=O)C2=C1N=C(C=C2)C#CC(C)(COC)O)C(=O)NC)N', 'CCN1C(=C(C(=O)C2=C1N=C(C=C2)C#C[C@](C)(COC)O)C(=O)NC)N']"
SB-202190,['C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O']
SB-203580,['CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F']
SB-216763,['CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl']
SB-218078,['C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O']
SB-225002,['C1=CC=C(C(=C1)NC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])O)Br']
SB-269970 hydrochloride,"['CC1CCN(CC1)CCC2CCCN2S(=O)(=O)C3=CC=CC(=C3)O.Cl', 'CC1CCN(CC1)CC[C@H]2CCCN2S(=O)(=O)C3=CC=CC(=C3)O.Cl']"
SB-271046,['CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4']
SB-408124,['CC1=CC(=C2C=C(C=C(C2=N1)F)F)NC(=O)NC3=CC=C(C=C3)N(C)C']
SB-415286,['C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-]']
SB-431542,['C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5']
SB-525334,['CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=NC=CN=C4C=C3']
SB-590885,"['CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5', 'CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)/C(=N\\O)/CC5']"
SC-144,['C1=CN2C3=C(C=C(C=C3)F)N=C(C2=C1)NNC(=O)C4=NC=CN=C4']
SC-514,['C1=CSC=C1C2=CC(=C(S2)C(=O)N)N']
SCH-772984,"['C1CN(CC1C(=O)NC2=CC3=C(C=C2)NN=C3C4=CC=NC=C4)CC(=O)N5CCN(CC5)C6=CC=C(C=C6)C7=NC=CC=N7', 'C1CN(C[C@@H]1C(=O)NC2=CC3=C(C=C2)NN=C3C4=CC=NC=C4)CC(=O)N5CCN(CC5)C6=CC=C(C=C6)C7=NC=CC=N7']"
SCH-900776,"['CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)C4CCCNC4', 'CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)[C@@H]4CCCNC4']"
SGC-0946,"['CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O', 'CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O']"
SGI-1776,['CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2']
SKI-II,['C1=CC(=CC=C1C2=CSC(=N2)NC3=CC=C(C=C3)O)Cl']
SNS-314,['C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4']
SNS-314 Mesylate,['CS(=O)(=O)O.C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4']
SRT1720 HCl,['C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5.Cl']
SSR128129E,['CC1=C(N2C=CC=CC2=C1OC)C(=O)C3=CC(=C(C=C3)N)C(=O)[O-].[Na+]']
STF-118804,['CC1=CC=C(C=C1)S(=O)(=O)CC2=C(OC(=N2)C3=CC=C(C=C3)C(=O)NCC4=CN=CC=C4)C']
SU-6656,"['CN(C)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)C2=CC3=CC4=C(N3)CCCC4', 'CN(C)S(=O)(=O)C1=CC\\2=C(C=C1)NC(=O)/C2=C\\C3=CC4=C(N3)CCCC4']"
Safinamide mesylate,"['CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F.CS(=O)(=O)O', 'C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F.CS(=O)(=O)O']"
Salicin,"['C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O', 'C1=CC=C(C(=C1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O']"
Salicylanilide,['C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O']
Salidroside,"['C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O', 'C1=CC(=CC=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O']"
Salinomycin,"['CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O', 'CC[C@H]([C@H]1CC[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C(=O)O']"
Salubrinal,"['C1=CC=C(C=C1)C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=CC3=C2N=CC=C3', 'C1=CC=C(C=C1)/C=C/C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=CC3=C2N=CC=C3']"
Sanctura,"['C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-]', 'C1CC[N+]2(C1)[C@@H]3CC[C@H]2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-]']"
Sant-1,"['CC1=C(C(=NN1C2=CC=CC=C2)C)C=NN3CCN(CC3)CC4=CC=CC=C4', 'CC1=C(C(=NN1C2=CC=CC=C2)C)/C=N/N3CCN(CC3)CC4=CC=CC=C4']"
Sarafloxacin hydrochloride,['C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F.Cl']
Schisandrin B,['CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3']
Sclareol,"['CC1(CCCC2(C1CCC(C2CCC(C)(C=C)O)(C)O)C)C', 'C[C@]12CCCC([C@@H]1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C']"
Sclareolide,"['CC1(CCCC2(C1CCC3(C2CC(=O)O3)C)C)C', 'C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC(=O)O3)C)(C)C']"
Scopine,"['CN1C2CC(CC1C3C2O3)O', 'CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)O']"
Scopine hydrochloride,"['CN1C2CC(CC1C3C2O3)O.Cl', 'CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)O.Cl']"
Scopolamine hydrobromide,"['CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.Br', 'CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.Br']"
Scriptaid,['C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO']
Seliciclib,"['CCC(CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3', 'CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3']"
Selinexor,"['C1=CN=C(C=N1)NNC(=O)C=CN2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F', 'C1=CN=C(C=N1)NNC(=O)/C=C\\N2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F']"
Selisistat,['C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N']
Sepantronium Bromide,['CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-]']
Serotonin hydrochloride,['C1=CC2=C(C=C1O)C(=CN2)CCN.Cl']
Sertaconazole nitrate,['C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-]']
Sertraline hydrochloride,"['CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl', 'CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl']"
Sesamin,"['C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6', 'C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6']"
